response,id,time_posted,company_name,location,title,seniority_level,employment_type,yoe,education,salary,programming_languages,ml_skills,data_processing_db,cloud,visualization,big_data,product_skills,description,job_type
200,4176470076,1 week ago,The Cheesecake Factory,"Calabasas, CA",Senior Graphic Designer,Mid-Senior level,Full-time,105000,No degree found,"$90,000.00/yr - $105,000.00/yr",,,,,,,,compensation range90000 105000 year eligible for a hybrid work schedule split between home officeyou may know us for our extensive menu expansive restaurants and the significant opportunities that come with being one of the 100 best companies to work for for 11 years in a row this role presents an excellent opportunity to support and enhance our training communications recognition and cultural programs through digital print motion and interactive materialsreporting to the director hr communications you will collaborate with teams across multiple departments including human resources marketing culinary operations and performance development as a senior graphic designer you will play an integral role in the development and advancement of our online and printbased hr communications employment branding social media presence interactive multimedia training and system design for a 36 billion company with more than 47900 staff members across the uslets do big thingsyoull excel in this position if you area creative thinker demonstrating an uncanny ability to think outside the box by utilizing available resources conducting research or engaging in continuous learning to create understandable interactive and engaging communications and learning materialsa team player thriving on collaboration and iteration and always showing respect for the views and contributions of othersadaptable comfortable in a fastpaced environment and able to change direction rapidly when priorities deadlines or circumstances shiftan expert in your field maintaining a deep understanding and comprehensive knowledge of graphic and visual design with a strong grasp of typography color theory design hierarchy negative space etc also exhibiting a high level of detail and organization in all tasksresults driven with a passion for excellence consistently delivering timely highquality deliverables and maintaining a relentless focus on achieving the next goalheres more of what youll get to docontinuing to advance our graphic design strategy in partnership with the marketing team across various initiatives and restaurant brandsdeveloping visual graphics messaging and branding for our hr training social media and communicationscreatingdeveloping and managing a library of highquality appealing designs animations photos templates color palettes text standards etc to support the visual and interactive aspects of our presentations documentation and learning solutionssetting and maintaining visual and creative standards for learning and development that align with our internal and external brand corporate graphic design strategycollaborating with our hr communications and recruiting team on designs for digital and email marketing campaigns print marketing materials merchandise promotional items and digital publicationsmanaging workflow and project deliverables to accommodate shifts in priorities while ensuring client and business needs are metwhat we require5 years in a graphic design role with proven success in illustration photo editing layout and drawingexpertise with adobe creative suite illustrator photoshop in design etc canva and similar toolsstrong layout skills and an eye for clean designexperience in print and webinterface designproficiency in windows 10 and microsoft office including power pointexperience designing corporate training and communication materialsability to multitask prioritize and work well in a fastpaced iterative environmentdetailoriented with the ability to remain composed in stressful situationsassociate degree or equivalent with experience in art print digital visual design or a related fieldwhat we preferexcellent written and verbal communication skillsexcellent organizational and project management skillsproblemsolving skillsability to have fun while maintaining professionalismwhat we offervacation and sick time medical dental vision401k with company match tuition reimbursement2535 discount when dining as a guest annual stipend for dining in our restaurants about the companynamed to fortune magazines 100 best companies to work for list every year since 2014 the cheesecake factory incorporated is a leader in experiential dining we are culinaryforward and relentlessly focused on hospitality delicious memorable experiences created by passionate peoplethis defines who we are and where we are goingwe currently own and operate 353 restaurants throughout the united states and canada under brands including the cheesecake factory north italia flower child and a collection of other frc brands internationally 34 the cheesecake factory restaurants operate under licensing agreements our bakery division operates two facilities that produce quality cheesecakes and other baked products for our restaurants international licensees and thirdparty bakery customerswe are an everify and equal opportunity employer we are committed to creating an inclusive and welcoming workplace for all we welcome applicants from a wide variety of identities ideas perspectives backgrounds and experiences to apply the cheesecake factory offers reasonable accommodations to job applicants with disabilitiesso cheesecake life at cheesecake show more show less,
200,4162715689,3 weeks ago,Core Lighting Group,"Carson, CA",Jr Graphic Designer,Entry level,Full-time,,No degree found,No salary found,,,,,,,,job description we are seeking a jr graphic designer to join our team you will create graphics to meet a commercial or promotional needresponsibilitiescreate eyecatching graphics and engaging designs handle graphic projects from start to finish develop and maintain image library files coordinate with outside agencies and services as needed submit rough layouts for project approval qualificationsprevious experience in graphic design or other related fields knowledge of design and photoediting software possess graphic design portfolio deadline and detailoriented company description lighting manufacturer lighting manufacturer show more show less,
200,4179452660,6 days ago,DRMTLGY,"Los Angeles, CA",Senior Designer (Packaging & Art Direction),Mid-Senior level,Full-time,8,No degree found,No salary found,,,,,,,,about us drmtlgy is a sciencebacked skincare company dedicated to the art of formulation and the science of skin we craft cuttingedge formulas that are backed by research reinforced by deep relationships in the dermatology community and driven by the idea that safe clinically effective skincare should feel like a luxury but be treated as a staplewere looking for a senior designer to join our creative team and play a key role in shaping our brands visual identity this person will be responsible for leading packaging design across our product lines while also providing art direction for photoshoots if youre a highly creative designer with a strong eye for branding aesthetics and storytelling wed love to hear from youkey responsibilities packaging designlead the design and development of packaging for new and existing products ensuring alignment with brand guidelines and industry standardswork closely with product development and marketing teams to bring innovative aesthetically compelling packaging concepts to lifeoversee packaging production collaborating with suppliers and printers to ensure highquality executionmaintain consistency in packaging across all skus while continuously elevating designconduct trend research and competitive analysis to ensure our packaging remains fresh and relevantart direction photoshootsdevelop creative concepts and visual direction for brand and product photographycollaborate with photographers stylists and models to produce highquality content for campaigns ecommerce and social medialead onset art direction ensuring shots align with brand aesthetics and marketing objectiveswork crossfunctionally with marketing social and ecommerce teams to deliver compelling visuals for all brand touchpointsgeneral creative responsibilitiesown execute 360 creative lead the design and execution of marketing campaigns across all channels including email paid social retail campaigns packaging website assets and morecollaborate with the creative team to evolve the overall brand identity and maintain a cohesive look and feel across all channelscreate mood boards design presentations and mockups to communicate conceptsensure all designs meet technical requirements for digital and print productionmanage multiple projects and deadlines in a fastpaced environmentqualifications8 years of experience in brand design marketing design or related roles within dtce commerce retail and skincarea multidisciplinary designer with expertise across campaign design email paid social packaging web and moreproven experience in art direction for photoshoots including concept development and executiona portfolio showcasing packaging design brand identity and art direction workproficiency in adobe creative suite illustrator photoshop in design and familiarity with 3d rendering and video editing tools is a plusstrong understanding of print production and packaging materialsexperience working in beauty skincare or luxury cpg brands is highly preferredexcellent communication and project management skillsability to thrive in a fastpaced collaborative environment with a high level of attention to detaileffective communication skills and feedback skills with an an ability to give and receive feedback and incorporate constructive creative feedback in a collaborative manner show more show less,
200,4176707774,1 week ago,24 Seven Talent,"Los Angeles, CA",Graphic Designer – Fashion (Digital + Print),Entry level,Full-time,2,bachelors,No salary found,,,,,,,,job description leading fashion brand is looking for a highly organized graphic designer the ideal candidate will collaborate closely with the art director to ensure all visual outputs align with brand standards and project goalsjob summary we are seeking a creative and detailoriented digital graphic designer with at least 2 years of experience to join our dynamic team the ideal candidate will have a strong portfolio demonstrating expertise in digital design branding and visual storytelling you will work closely with our marketing and content teams to create engaging visuals that enhance our brand identity across multiple digital platformskey responsibilities design compelling digital assets including social media graphics website visuals email templates online ads and other marketing materials collaborate with the marketing and content teams to develop visually appealing campaigns that align with brand guidelines utilize typography color and layout principles to create engaging and impactful designs edit and enhance images illustrations and other visual elements for use across digital platforms stay uptodate with design trends digital marketing best practices and emerging technologies optimize digital graphics for different screen sizes and devices to ensure a seamless user experience work on motion graphics and basic video editing as needed manage multiple projects while meeting deadlines and maintaining design consistency requirements bachelors degree in graphic design visual arts or a related field minimum 2 years of experience in digital graphic design proficiency in adobe creative suite photoshop illustrator in design after effects experience with digital design tools like figma canva or sketch is a plus strong understanding of layout typography and color theory basic knowledge of html and css is a plus ability to work independently as well as in a teamoriented environment excellent attention to detail and problemsolving skills strong communication skills and ability to take constructive feedback show more show less,
200,4146945912,1 month ago,PISTOLA Denim,"Los Angeles, CA",Graphic Designer,Entry level,Full-time,5,No degree found,No salary found,,,,,,,,company description pistola is a premium denim label offering contemporary readytowear collections for themodern woman the brand skillfully combines expert cuts with a streetwise sensibilitymeticulously crafted in california pistola believes in providing highquality denim for everyoneforeverrole description this is a fulltime onsite role for a graphic designer ecommerce at pistola denim in los angeles ca we are seeking a highly talented graphic designer with expertise designinggraphics for emails digital and and ecommerce websites this person will join the team duringan exciting period of both aesthetic evolution and overall company growthresponsibilities analyze user requirements and behavior to design userfriendly interfaces design graphic user interface elements responsible for website design landing pages uiux enhancements social media emails banner ads and other creative assets as needed develop ui mockups and prototypes that clearly illustrate how sites function and look html and css coding of website assets landing pages emails etcstay uptodate with design application changes and industry developments conceptualize and create intuitive engaging and brand consistent web experiences collaborate in concept development and design ideation crossfunctionally to help define a creative strategy find create ways to solve ux problems eg usability findabilityroutinely produce quality work even under deadlinesadhere to style standards on typography and graphic design qualifications portfolio showing examples of work5 years of experience direct response ecommerce experience in multiproduct ecommerce design including direct response email design and social media ad creation html and css experience exceptional design skills with attention to details fluency in adobe creative suite and other design tools such as figma experience in user interface design and wireframing ux experience and building landing pages and other direct response marketing collateral show more show less,
200,4180178093,1 week ago,Amazon,"Santa Monica, CA","Visual Designer, US Prime & Marketing Tech",Not Applicable,Full-time,108400,bachelors,No salary found,,,,,,,['experimentation'],description north america stores marketing is on a mission to make amazon the mostloved shopping destination for customers we aspire to meet customers where they are with a steady drumbeat of inspiring relevant and automated content that builds upon recent shopping missions while also introducing them to new and timely ideas we do this by combining technology science innovation marketing and creativity to build new customerfacing features and experiences alongside tools for marketers we are looking for creative customerobsessed curious and highly entrepreneurial leaders to join our teamthe ideal candidate is a visual designer who is detailoriented and comfortable with ambiguity in this role you will leverage experimentation and performance data to inform your approach the visual designer will create bestinclass layouts and visuals that support organizational objectives while partnering with marketing teams to ensure that designs meet our customer and business needs this role provides a great opportunity to make an outsized impact by collaborating closely with talented marketing business and tech leaders to unlock crosscategory discoverykey job responsibilities create bestinclass visual design assets understand and respond to performance data metric tests usability studies and steer the direction of future creative designs understand usability principles that help drive successful design work crossteam and synthesize feedback and input from stakeholdersabout the team the amazon north america creative team is responsible for crafting bold efficient and breakthrough marketing content to reach and resonate with todays audience we aspire to meet customers wherever they may beon social media on their phones and devices across the site in their inboxesand provide easy ingresses to the site via beautiful inclusive inspiring and innovative content we believe in creative that speaks to our customers reinforces the amazon brand promises selection value and convenience and highlights our best offeringsbe that top brands offers member benefits etcwhile driving the business forward and meeting our marketing goalsbasic qualifications an online portfolio or samples of work demonstrating strong visual communication a deep understanding of typography color print and digital executions and great usercentered design solutions 4 years of relevant experience with visual design strong time management skills and the ability to be selfdirected as needed ability to manage multiple tasks in a fastpaced environment highly proficient in figma adobe suite and related design and production software bachelors degree in a relevant field such as visual communications or graphic design strong communication presentation and interpersonal skills effective crossteam collaborator with the ability to work across multiple creative projects understanding of the web production process familiarity with postproduction retouchingpreferred qualifications has relentlessly high standards is never satisfied with the status quo is able to dive deep and is never out of touch with the details of the business or the technology collaboration with peers partners and stakeholders to ensure highquality cohesive deliverables through the entire design process ability to drive the design process by independently defining requirements scoping projects and prioritizing tasks ability to deliver results in a fast paced environmentamazon is committed to a diverse and inclusive workplace amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation protected veteran status disability age or other legally protected statuslos angeles county applicants job duties for this position include work safely and cooperatively with other employees supervisors and staff adhere to standards of excellence despite stressful conditions communicate effectively and respectfully with employees supervisors and staff to ensure exceptional customer service and follow all federal state and local laws and company policies criminal history may have a direct adverse and negative relationship with some of the material job duties of this position these include the duties and responsibilities listed above as well as the abilities to adhere to company policies exercise sound judgment effectively manage stress and work safely and respectfully with others exhibit trustworthiness and professionalism and safeguard business operations and the companys reputation pursuant to the los angeles county fair chance ordinance we will consider for employment qualified applicants with arrest and conviction recordsour inclusive culture empowers amazonians to deliver the best results for our customers if you have a disability and need a workplace accommodation or adjustment during the application and hiring process including support for the interview or onboarding process please visit httpsamazonjobscontentenhowwehireaccommodations for more information if the countryregion youre applying in isnt listed please contact your recruiting partnerour compensation reflects the cost of labor across several us geographic markets the base pay for this position ranges from 108400year in our lowest geographic market up to 185000year in our highest geographic market pay is based on a number of factors including market location and may vary depending on jobrelated knowledge skills and experience amazon is a total compensation company dependent on the position offered equity signon payments and other forms of compensation may be provided as part of a total compensation package in addition to a full range of medical financial andor other benefits for more information please visit httpswwwaboutamazoncomworkplaceemployeebenefits this position will remain posted until filled applicants should apply via our internal or external career sitecompany amazoncom llcjob id a2921947 show more show less,
429,4086272761,,,,,,,,,No salary found,,,,,,,,,Job type not specified
200,4157986938,3 weeks ago,Chase Design Group,"South Pasadena, CA",Senior Designer,Mid-Senior level,Full-time,5,bachelors,No salary found,,,,,,,,we are seeking a highly creative and strategic senior graphic designer to join our dynamic team at chase design group this role is ideal for a design professional who thrives on bringing brands to life across multiple disciplines including strategic package design brand and identity development instore displays digital and physical environments you will be a key contributor in shaping compelling brand narratives and creating visually stunning work that helps us chase the uncommonthis role is hybrid and expected to be in the la studio at least 12 days per weekrequirements bachelors degree in graphic design visual arts or a related field5 years of professional design experience with a strong portfolio showcasing package design brand architecture brand identity and multichannel brand experiences understand components of strategic brand building and positioning brand story character tone of voice visual equities and how it effects execution exceptional design and typography skills with a keen eye for detail proven experience in brand development and creating visual systems that adapt across different mediums strong understanding of retail environments including shopper marketing and instore visual merchandising strong understanding of the print production process ensuring design intent is carried through completion proficiency in adobe creative suite photoshop illustrator in design and other relevant design tools experience with figma andor other prototyping software is a plus excellent communication and presentation skills with the ability to articulate design concepts and strategies effectively a collaborative outgoing spirit and the confidence to take creative risks ability to take direction and guidance from creative directors and design directors actively seeks to understand assigned brand its landscape eg brand positioning key competitors store landscape consumer targets insightsbenefits flexible entrepreneurial working environment employee events lunches outings and more medical dental and vision insurance monthly employer contributions employee medical reimbursement program vacation leave increases with tenure and sick leave major federal holidays two week eoy office closure summer fridays paid parental leave 401k with employer match basic life add insurance end of year discretionary bonus based on overall annual studio profitability and individual performance annual educational development reimbursement our company chase design group is a strategically driven creative agency with offices in new york los angeles and bristol uk as a creatively versatile teamoriented group we are able to take on diverse projects that challenge us creatively and keep our work excitingwe work with multiple global brands and have a strong focus on strategy and creative development for small and large consumerpackaged goods companies including procter gamble pepsi co and nestlé among many other brands show more show less,
200,4136867186,1 month ago,Crooked Media,"Los Angeles, CA",Junior Designer,Entry level,Full-time,2,No degree found,No salary found,,,,,,,,crooked believes that we need a better conversation about politics culture and the world around usone that doesnt just focus on whats broken but what we can do to fix it we are a media network that showcases stories voices and opportunities for activism that inform entertain and inspire action because its up to all of us to do our part to build a better worldjob summarya junior designer at crooked media supports the senior design staff youll work on a wide range of projects from social content to animations to merchandise design you will also need to provide hands on production support sourcing images outlining and color correcting photos the nitty gritty tasks that make a design team function the news cycle moves quickly so a crooked designer needs to be flexible and organizedcrooked has adopted a hybrid work model for our entire staff we believe that the best work is done in a hybrid capacity as it combines the flexibility of working from home with inperson collaboration we are ideally looking for los angelesbased candidates or candidates willing to relocate within the first 3 months of accepting an offer how youll spend your timecreate visuals across a range of mediums design for social media merchandise websites emailnewsletters live shows and other brand touchpoints design production tasks source and outline images resize assets for social media and handle photo editing and color correctionsnewsletter support creating daily newsletter graphics and newsletter adsdaily design tasks social media graphics creating podcast episode art from templates creating support material for campaigns help with pod art refreshessome project management everyone at crooked manages a portion of their own project management youll spend some time moving your projects along in asana managing feedback that comes in and making sure youre hitting your own deadlines misc support everything from participating in brainstorms and contributing creative ideas to creating signage for the officewhat youll bring to the table2 years of professional design experience a working knowledge of the adobe creative suite photoshop illustrator and after effects specificallyworking knowledge of canva familiarity with project management software asana notion etcworking knowledge of keynote google drive docs sheets slides the ability to shift quickly between projects good organizational skills and an awareness of deadlines a willingness to accept and respond to feedback an interest in politics experience in or familiarity with industries such as media entertainment political campaigns or marketing this job description provides a summary of how youll spend your time but is nowhere near exhaustive so other duties may be assigned over timepay and perks at crooked we believe in paying employees competitive market salaries and we also believe in providing holistic and rich benefits to all full time staff includingpaid healthcare with most individual plans paid fully by the company401k match generous vacation and paid leave including sick bereavement pregnancy loss and disability leaves20 weeks of paid parental leave commuter reimbursement or paid parking a monthly communications stipend professional development opportunities and did we also mention our offices are closed at the end of the year for this role the salary is 80000 and this position is covered under the writers guild of america east collective bargaining agreementto apply in addition to your resume please submit a portfolio showcasing your previous work and any relevant experienceabout us we welcome everyoneas an inclusive workplace we invite all our employees to bring their authentic whole selves to work our mission and intent is to encourage people from every nation raceethnicity belief gender gender identity sexual identity disability and culture to feel respected and valued for their unique contributions to our companywe approach our work courageously adapt and improve constantly and celebrate the wins big and small we cultivate a culture of creativity and expression at crooked media we hire the best talent ensure they have the tools and training they need and set them free if you have a high degree of ownership and are driven to excel youll fit right inthats it end of mission show more show less,
200,4153006627,1 week ago,VaynerX,"New York, NY",Designer,Entry level,Full-time,5,No degree found,"$57,500.00/yr - $75,000.00/yr",,,,,,,,about vaynerx vayner x httpsvaynerxcom is the most contemporary family of companies working together to build and grow brands subsidiaries include vayner media eva nosidam productions the sasha group gallery media group tingley lane trading vayner speakers and vayner commerceabout vaynermedia vayner media is a contemporary global creative and media agency with an expertise in driving relevance for clients and delivering impactful business results the independentlyowned company was founded in 2009 by gary vaynerchuk and has offices in new york los angeles toronto mexico city london amsterdam singapore delhi kuala lumpur bangkok tokyo and sydney vayner media has been recognized for its work at cannes lions the clio awards and the webby awards it is part of the vayner x family of companieskey areas of responsibility autonomously ideate large volumes of content across multiple media platforms and tools with minimal informed guidance from creative leadership create content that makes impactful connections with consumers measured by high attention metrics likes comments etc cull for insights based on realtime responsereaction to live content on social pages and adapt content based on these learnings collaborate effectively with your teammates and crossfuncitonal departments on rapid fire requests and tight timelines attend creative brainstorms kick offs and team meetings contributing meaningful ideas and design strategy formulation mentor creators and creator residents and even in some cases art directors and copywriters on your team and across the agency following the leadership of your acd you help guide and educate on best practices ideating and execution experience knowledge required3 to 5 years professional creative experience with a demonstrable passion for making creative content on a spectrum of media platforms social streaming ar music film interactive etcediting final cut after effects artdesign adobe suite google slides canva extraordinary content creation skills capable of execution from start to finish with a passion for various kinds of creative outlets including design video editing and writing responsible accountable and self starter who demonstrates initiative ability to collaborate with the individuals of an organization fostering strong crossfunctional teamwork and positive resultsunsure if you meet the qualifications we are always looking for talent which will continue to cultivate an inclusive and representative team that will enhance our perspectives skill sets background and behaviors we encourage those who are passionate about what we do to applyexact compensation may vary based on skills experience and location employersponsored 401k with match medical dental and vision coverage unlimited ptocaregiver parental leave health and wellness benefits base salary57500 75000 usd show more show less,
200,4148648255,1 week ago,We Are Social,"Los Angeles, CA",Designer,Entry level,Full-time,,bachelors,No salary found,,,,,,,,the rolewe are social is looking for a culturehungry designer who wants to make work that people will love to do the job well youll need a good sense of social media craft and a desire to get your hands dirty we are seeking someone who lives in the space between pop culturesportsentertainmentfashionmusictravelwe are a creative agency powered by social connections that means we thrive on whats trending and creating campaigns that get people buzzing we call it ideas worth talking about and were proud to have played a part in some of the most culturally relevant campaigns of the decade for brands like mc donalds adidas universal studios and you tubewhy youll love it hereour passport program lets you explore and work from one of our 18 other offices worldwide including paris singapore madrid dubai london and moreyou best believe we know how to celebrate our wins and our losses its how we learn from carbon offsets to community kitchens were passionate about making a difference you area person who thrives in a fastpaced environment responding quickly and proactively not interested in just following trends you want to create them a selfstarter wholl take ideas from concept to execution navigating feedback like a pro what matters is your deep understanding of what resonates with social audiences this role is energetic innovative and forwardthinking alongside engaging with communities youll guide brands by staying ahead of social trends and cultural moments in return youll join a global agency dedicated to generating buzzworthy ideas for some of the worlds leading brandswhat youll do creative design for clients and agency new business efforts working within brand guidelines while pushing for design excellencecontent creation from photography to videography design and platform native tools youll create a wide range of content that suits the client the moment and the idea from quick social posts to lofi shoots you have range and the ability to switch between styles while still experimenting and looking for unique opportunities to make work ownable and talked aboutstorytelling youre able to ideate build shoot and edit effective stories that match the quality of each social platformdesign visually engaging presentations create mockups do light retouching as needed that help sell creative ideas to top clients in the industrycollaboration work collaboratively with a large team of creatives from ideation to execution helping to ensure ideas are created and brought to life faithfully while taking direction feedback from leadsworkflow management manage multiple priorities and assignments execute with quick turnaround times for real time moments capture trending moments designing quickly and efficiently to deliver high quality work ontime and with accuracyrequirements for this role bachelors degree in graphic design multimedia or related discipline from an accredited college or university strong portfolio thorough working knowledge of adobe creative suite as well as power point and google docs with a designers eyemotion graphics and editing experience preferred work well in a fastpaced environment with multiple stakeholders able to manage their time effectively to meet deadlines ability to integrate feedback from teams and clients selfmotivated and able to work independently detailoriented strong interpersonal and communication skills a deep knowledge of current trends and changes in social platforms agency experience preferred salary range70000200000 annually join usat we are social we celebrate diverse perspectives and experiences we welcome unique voices and talents especially those not traditionally embraced by advertising discover more about our culture and our worklets make great things togetherwe are social is an equal opportunity employer committed to providing employment opportunities regardless of race religious creed color national origin ancestry physical disability mental disability medical condition genetic information marital status sex gender gender identity gender expression pregnancy childbirth and breastfeeding age sexual orientation military or veteran status or any other protected classification in accordance with applicable federal state and local laws for california applicants you may view we are socials privacy notice for california employees and job applicants at httpswearesocialcomuswpcontentuploadssites3202307caemployeeandjobapplicantcpranoticepdf show more show less,
200,4157401753,6 days ago,Amazon,"Santa Monica, CA","Visual Designer, Amazon North America Stores",Not Applicable,Full-time,108400,bachelors,"$108,400.00/yr - $185,000.00/yr",,,,,,,['experimentation'],description north america stores marketing is on a mission to make amazon the mostloved shopping destination for customers we aspire to meet customers where they are with a steady drumbeat of inspiring relevant and automated content that builds upon recent shopping missions while also introducing them to new and timely ideas we do this by combining technology science innovation marketing and creativity to build new customerfacing features and experiences alongside innovative tools for marketers we are looking for creative customerobsessed curious and highly entrepreneurial leaders to join our teamthe ideal candidate is an experienced selfdirected designer detailoriented and comfortable with ambiguity in this role you will leverage experimentation and performance data to inform your approach creating best practices and playbooks to drive quick adoption and progress the designer will create bestinclass layouts and visuals that support organizational objectives while partnering with marketing teams to ensure that designs meet our customer and business needs this role provides a great opportunity to make an outsized impact by collaborating closely with talented marketing business and tech leaders to unlock crosscategory discoverythe ideal candidate has exceptional written and verbal communication skills and is comfortable meeting with stakeholders regularly a demonstrated ability to manage multiple projects and workstreams and prioritize deliverables a strong sense of ownership urgency independence and flexibility the technical aptitude to learn the systems and technology used in our daytoday businessbasic qualifications an online portfolio or samples of work demonstrating strong visual communication a deep understanding of typography color print and digital executions and great usercentered design solutions 5 years of relevant experience with visual design strong time management skills and the ability to be selfdirected as needed ability to manage multiple tasks in a fastpaced environment highly proficient in figma adobe suite and related design and production software bachelors degree in a relevant field such as visual communications or graphic design strong communication presentation and interpersonal skills effective crossteam collaborator with the ability to work across multiple creative projects expert understanding of the web production process familiarity with postproduction retouchingkey job responsibilities present concepts and produced work to stakeholders and internal customers including senior management understand and respond to performance data metric tests usability studies and steer the direction of future creative designs understand usability principles that help drive successful design work crossteam lead the design process and synthesize feedback and input from stakeholders quickly turn around detailed compsmockups in an iterative environment work closely with art directors to influence best practice photo direction for each placementbasic qualifications 5 years of design experience have an available online portfolio experience in adobe creative suit applications with high proficiency in adobe illustrator photoshop in design and acrobat using mac os experience in designing for both mobile and desktop applicationspreferred qualifications experience with ecommerce search social and other major application types and their ux patterns experience with motion design and video editing is a bonus amazon is committed to a diverse and inclusive workplace amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation protected veteran status disability age or other legally protected statuslos angeles county applicants job duties for this position include work safely and cooperatively with other employees supervisors and staff adhere to standards of excellence despite stressful conditions communicate effectively and respectfully with employees supervisors and staff to ensure exceptional customer service and follow all federal state and local laws and company policies criminal history may have a direct adverse and negative relationship with some of the material job duties of this position these include the duties and responsibilities listed above as well as the abilities to adhere to company policies exercise sound judgment effectively manage stress and work safely and respectfully with others exhibit trustworthiness and professionalism and safeguard business operations and the companys reputation pursuant to the los angeles county fair chance ordinance we will consider for employment qualified applicants with arrest and conviction recordsour inclusive culture empowers amazonians to deliver the best results for our customers if you have a disability and need a workplace accommodation or adjustment during the application and hiring process including support for the interview or onboarding process please visit httpsamazonjobscontentenhowwehireaccommodations for more information if the countryregion youre applying in isnt listed please contact your recruiting partnerour compensation reflects the cost of labor across several us geographic markets the base pay for this position ranges from 108400year in our lowest geographic market up to 185000year in our highest geographic market pay is based on a number of factors including market location and may vary depending on jobrelated knowledge skills and experience amazon is a total compensation company dependent on the position offered equity signon payments and other forms of compensation may be provided as part of a total compensation package in addition to a full range of medical financial andor other benefits for more information please visit httpswwwaboutamazoncomworkplaceemployeebenefits this position will remain posted until filled applicants should apply via our internal or external career sitecompany amazoncom services llc a57job id a2903716 show more show less,
200,4138913021,1 month ago,Game Seven Agency,"West Hollywood, CA","Graphic Designer, Properties",Entry level,Full-time,5,No degree found,"$85,000.00/yr - $95,000.00/yr",,,,,,,,position summary the primary responsibility of this position is to prepare sponsorship proposals and sales collateral for major brand partnership opportunities across the sports and entertainment landscapewe are looking for a talented individual to support a sr graphic designer on all materials our team brings to market this individual can quickly adapt to new brands maintaining consistency quality and efficiency to elevate the presentation of marquee opportunities we are looking for a true team player with a love of collaboration and a passion for raising barthis individual has 5 years of professional design experience within a large agency pro sports team or similar organization successful candidates will have mastery in adobe cc photoshop in design illustrator and power pointgoogle slides this graphic design professional must thrive in a fastpaced environment and be able to juggle multiple projects simultaneously with a refined ability to lead successful candidates are highly creative and able to clearly articulate their approach while being open to a variety of perspectives this role can be based in either our new york or west hollywood officeseducation experience design related degree or 5 years of professional experience in a graphic design fieldessential duties design bestinclass sponsorship sales materials that create a compelling narrative for brands considering marquee partnership platforms with a specific focus on naming rights and onuniform branding opportunitiesserve as a graphic designer producing compelling and creative work that rises above industry standardswork collaboratively within our marketing solutions team to manage a pipeline of creative requests in support of the entire excel properties divisiondemonstrate a solutionsdriven mentality with the ability to navigate feedback from internal and external parties with poisemaintain clear communication and diplomacy under tight timelinesability and interest in exploring new software tools and technology eg ai to continue to raise the bar and distinguish excel from its competitionessential technical skills mastery of adobe creative cloud including photoshop illustrator and in designproficient in microsoft office suite specifically power point and google slidesall video editing experience and familiarity with premiere pro or after effects is a plusknowledge skills and abilities demonstrate a good attitude and ability to work in a highly collaborative environment as a valued member of the teammust have strong organization and prioritization skills with an ability to manage expectations and exercise flexibility as neededmaintain a commitment to excellence and continuous improvement with consistent attention to detailprevious experience in the sports andor entertainment industriesmust be able to operate with discretion and confidentiality across all projectsavailability to work nights and weekends as neededthe pay range for this position is 85000 95000 per year this position is also eligible for benefits and discretionary bonusplease note that the foregoing compensation information is a goodfaith assessment associated with this position only and is provided pursuant to the new york city salary transparency law ultimately the salary may vary based upon but not limited to relevant experience time in role business sector and geographic location among other criteria show more show less,
